"","person_income","person_home_ownership","loan_grade","loan_amnt","loan_status","loan_percent_income","cb_person_default_on_file","emp_cat","ir_cat"
"30503",48000,"RENT","Other",7500,0,0.16,"N","0-15","13.5+"
"30504",48000,"RENT","B",7500,0,0.16,"N","0-15","11-13.5"
"30505",50000,"RENT","C",7500,0,0.15,"Y","0-15","Missing"
"30506",57000,"MORTGAGE","A",10000,0,0.18,"N","0-15","0-8"
"30507",55000,"RENT","A",7500,0,0.14,"N","0-15","8-11"
"30508",57000,"MORTGAGE","A",3000,0,0.05,"N","0-15","8-11"
"30509",51000,"MORTGAGE","Other",10000,1,0.2,"N","0-15","13.5+"
"30510",58000,"RENT","C",7500,0,0.13,"N","15-30","11-13.5"
"30511",58000,"RENT","C",7500,0,0.13,"Y","15-30","11-13.5"
"30512",54000,"RENT","A",7500,1,0.14,"N","0-15","Missing"
"30513",57253,"MORTGAGE","A",8500,0,0.15,"N","Missing","0-8"
"30514",57359,"MORTGAGE","A",9000,0,0.16,"N","0-15","0-8"
"30515",62000,"RENT","B",7500,0,0.12,"N","0-15","11-13.5"
"30516",64800,"RENT","B",7500,0,0.12,"N","0-15","8-11"
"30517",65000,"RENT","C",7500,0,0.12,"Y","0-15","11-13.5"
"30518",67500,"RENT","B",7500,0,0.11,"N","0-15","8-11"
"30519",57552,"MORTGAGE","A",15000,0,0.26,"N","0-15","8-11"
"30520",57600,"OTHER","A",4000,0,0.07,"N","Missing","Missing"
"30521",57600,"MORTGAGE","B",9000,0,0.16,"N","0-15","8-11"
"30522",68608,"RENT","B",7500,0,0.11,"N","15-30","8-11"
"30523",80000,"RENT","B",7500,0,0.09,"N","0-15","11-13.5"
"30524",57700,"MORTGAGE","A",3600,0,0.06,"N","0-15","0-8"
"30525",95000,"RENT","A",7500,0,0.08,"N","0-15","0-8"
"30526",57996,"MORTGAGE","B",15000,0,0.26,"N","0-15","8-11"
"30527",57996,"MORTGAGE","A",8000,0,0.14,"N","0-15","0-8"
"30528",117996,"RENT","Other",7500,1,0.06,"Y","0-15","11-13.5"
"30529",128000,"RENT","Other",7500,1,0.06,"Y","0-15","13.5+"
"30530",178008,"RENT","B",7500,0,0.04,"N","0-15","11-13.5"
"30531",210000,"RENT","A",7500,0,0.04,"N","0-15","0-8"
"30532",58000,"MORTGAGE","A",1800,0,0.03,"N","0-15","0-8"
"30533",780000,"RENT","B",7500,0,0.01,"N","0-15","11-13.5"
"30534",21324,"RENT","Other",7550,1,0.35,"N","0-15","13.5+"
"30535",58000,"MORTGAGE","Other",6400,0,0.11,"N","0-15","13.5+"
"30536",34560,"RENT","Other",7550,1,0.22,"N","0-15","13.5+"
"30537",52000,"MORTGAGE","C",7000,1,0.13,"N","0-15","13.5+"
"30538",58000,"MORTGAGE","Other",8000,0,0.14,"Y","0-15","13.5+"
"30539",80000,"RENT","C",7600,0,0.1,"N","0-15","11-13.5"
"30540",30000,"RENT","Other",7675,1,0.26,"Y","0-15","13.5+"
"30541",52700,"RENT","C",7700,0,0.15,"N","0-15","Missing"
"30542",63000,"RENT","C",7700,0,0.12,"Y","0-15","13.5+"
"30543",58000,"MORTGAGE","A",21600,0,0.37,"N","0-15","0-8"
"30544",29808,"RENT","C",7750,1,0.26,"Y","0-15","Missing"
"30545",52000,"MORTGAGE","B",1500,1,0.03,"N","0-15","11-13.5"
"30546",58000,"MORTGAGE","C",9000,0,0.16,"Y","0-15","11-13.5"
"30547",58000,"MORTGAGE","C",5200,0,0.09,"N","0-15","11-13.5"
"30548",43000,"RENT","B",7800,0,0.18,"N","0-15","Missing"
"30549",58000,"MORTGAGE","C",6300,0,0.11,"N","0-15","11-13.5"
"30550",52200,"MORTGAGE","Other",16000,1,0.31,"N","0-15","13.5+"
"30551",102000,"RENT","B",7800,0,0.08,"N","0-15","11-13.5"
"30552",18000,"RENT","A",8000,1,0.44,"N","0-15","0-8"
"30553",59000,"MORTGAGE","A",9000,0,0.15,"N","0-15","0-8"
"30554",53000,"MORTGAGE","C",10000,1,0.19,"N","0-15","13.5+"
"30555",24000,"RENT","C",8000,1,0.33,"N","Missing","13.5+"
"30556",59000,"MORTGAGE","B",9000,0,0.15,"N","0-15","8-11"
"30557",24000,"RENT","C",8000,1,0.33,"N","0-15","13.5+"
"30558",59000,"MORTGAGE","A",11000,0,0.19,"N","0-15","Missing"
"30559",25000,"RENT","B",8000,1,0.32,"N","0-15","11-13.5"
"30560",25000,"RENT","Other",8000,1,0.32,"N","0-15","13.5+"
"30561",59004,"MORTGAGE","A",10000,0,0.17,"N","0-15","0-8"
"30562",59484,"MORTGAGE","A",5500,0,0.09,"N","0-15","0-8"
"30563",28000,"RENT","A",8000,0,0.29,"N","0-15","0-8"
"30564",59617,"MORTGAGE","Other",21000,0,0.35,"N","0-15","13.5+"
"30565",59800,"MORTGAGE","Other",18200,0,0.3,"Y","15-30","13.5+"
"30566",30000,"RENT","A",8000,0,0.27,"N","0-15","Missing"
"30567",30000,"RENT","Other",8000,0,0.27,"N","0-15","13.5+"
"30568",31000,"RENT","B",8000,0,0.26,"N","0-15","8-11"
"30569",60000,"MORTGAGE","C",17000,0,0.28,"Y","0-15","13.5+"
"30570",32000,"RENT","A",8000,0,0.25,"N","0-15","0-8"
"30571",32000,"RENT","B",8000,0,0.25,"N","0-15","8-11"
"30572",60000,"MORTGAGE","B",17050,0,0.28,"N","0-15","11-13.5"
"30573",33600,"RENT","B",8000,0,0.24,"N","0-15","Missing"
"30574",33996,"RENT","A",8000,0,0.24,"N","0-15","Missing"
"30575",34000,"RENT","B",8000,0,0.24,"N","0-15","Missing"
"30576",35000,"RENT","C",8000,0,0.23,"Y","0-15","11-13.5"
"30577",30000,"RENT","B",8000,1,0.27,"N","0-15","11-13.5"
"30578",60000,"MORTGAGE","A",12800,0,0.21,"N","0-15","0-8"
"30579",30500,"RENT","B",8000,1,0.26,"N","0-15","11-13.5"
"30580",31000,"RENT","Other",8000,1,0.26,"N","0-15","13.5+"
"30581",54000,"MORTGAGE","Other",3500,1,0.06,"Y","0-15","13.5+"
"30582",60000,"MORTGAGE","A",8000,0,0.13,"N","0-15","0-8"
"30583",60000,"MORTGAGE","A",14400,0,0.24,"N","0-15","0-8"
"30584",60000,"OTHER","C",4100,0,0.07,"Y","15-30","11-13.5"
"30585",60000,"MORTGAGE","B",2700,0,0.04,"N","15-30","11-13.5"
"30586",32000,"RENT","Other",8000,1,0.25,"Y","0-15","13.5+"
"30587",33100,"RENT","C",8000,1,0.24,"Y","0-15","13.5+"
"30588",39996,"RENT","A",8000,0,0.2,"N","0-15","0-8"
"30589",60000,"MORTGAGE","A",2000,0,0.03,"N","0-15","0-8"
"30590",60000,"MORTGAGE","Other",16800,0,0.28,"Y","0-15","13.5+"
"30591",60000,"MORTGAGE","B",8000,0,0.13,"N","0-15","8-11"
"30592",34000,"RENT","Other",8000,1,0.24,"N","0-15","13.5+"
"30593",42000,"RENT","B",8000,0,0.19,"N","0-15","11-13.5"
"30594",60000,"MORTGAGE","B",4000,0,0.07,"N","15-30","8-11"
"30595",60000,"MORTGAGE","A",3600,0,0.06,"N","0-15","0-8"
"30596",60000,"MORTGAGE","C",3500,0,0.06,"Y","0-15","11-13.5"
"30597",43000,"RENT","B",8000,0,0.19,"N","0-15","11-13.5"
"30598",60000,"MORTGAGE","B",18000,0,0.3,"N","0-15","8-11"
"30599",44000,"RENT","B",8000,0,0.18,"N","0-15","11-13.5"
"30600",60000,"OTHER","Other",6800,0,0.11,"Y","0-15","13.5+"
"30601",60000,"MORTGAGE","B",8000,0,0.13,"N","0-15","8-11"
"30602",45000,"RENT","B",8000,0,0.18,"N","0-15","8-11"
"30603",39000,"RENT","Other",8000,1,0.21,"Y","0-15","13.5+"
"30604",60000,"MORTGAGE","A",12000,0,0.2,"N","Missing","0-8"
"30605",45000,"RENT","A",8000,0,0.18,"N","0-15","8-11"
"30606",60000,"OTHER","Other",10225,0,0.17,"Y","0-15","13.5+"
"30607",60000,"MORTGAGE","B",8850,0,0.15,"N","0-15","8-11"
"30608",47004,"RENT","B",8000,0,0.17,"N","0-15","Missing"
"30609",48000,"RENT","A",8000,0,0.17,"N","0-15","0-8"
"30610",60000,"MORTGAGE","A",2500,0,0.04,"N","0-15","0-8"
"30611",60000,"MORTGAGE","Other",4900,0,0.08,"Y","15-30","13.5+"
"30612",50000,"RENT","Other",8000,0,0.16,"Y","0-15","13.5+"
"30613",50000,"RENT","A",8000,0,0.16,"N","Missing","0-8"
"30614",50000,"RENT","B",8000,0,0.16,"N","0-15","8-11"
"30615",54000,"MORTGAGE","Other",25000,1,0.46,"Y","15-30","13.5+"
"30616",60000,"MORTGAGE","A",9250,0,0.15,"N","0-15","0-8"
"30617",50000,"RENT","C",8000,0,0.16,"Y","0-15","11-13.5"
"30618",60000,"OTHER","A",12000,0,0.2,"N","0-15","0-8"
"30619",50000,"RENT","B",8000,0,0.16,"N","0-15","8-11"
"30620",50000,"RENT","C",8000,0,0.16,"N","0-15","Missing"
"30621",44004,"RENT","B",8000,1,0.18,"N","0-15","Missing"
"30622",50700,"RENT","B",8000,0,0.16,"N","0-15","8-11"
"30623",60000,"MORTGAGE","C",3850,0,0.06,"N","0-15","11-13.5"
"30624",51000,"RENT","C",8000,0,0.16,"Y","0-15","11-13.5"
"30625",60000,"MORTGAGE","A",15000,0,0.25,"N","15-30","0-8"
"30626",54000,"MORTGAGE","C",5000,1,0.09,"N","0-15","11-13.5"
"30627",60000,"MORTGAGE","A",15000,0,0.25,"N","0-15","0-8"
"30628",53052,"RENT","B",8000,0,0.15,"N","0-15","Missing"
"30629",60000,"MORTGAGE","A",10000,0,0.17,"N","0-15","0-8"
"30630",49000,"RENT","Other",8000,1,0.16,"Y","0-15","13.5+"
"30631",60000,"MORTGAGE","A",13750,0,0.23,"N","0-15","0-8"
"30632",57600,"RENT","A",8000,0,0.14,"N","0-15","0-8"
"30633",53126,"RENT","Other",8000,1,0.15,"N","0-15","Missing"
"30634",60000,"MORTGAGE","C",12000,0,0.2,"N","0-15","11-13.5"
"30635",54000,"MORTGAGE","Other",7750,1,0.14,"N","0-15","13.5+"
"30636",60000,"RENT","B",8000,0,0.13,"N","0-15","8-11"
"30637",60000,"MORTGAGE","B",15000,0,0.25,"N","0-15","Missing"
"30638",60000,"MORTGAGE","Other",4800,0,0.08,"N","0-15","13.5+"
"30639",60000,"RENT","B",8000,0,0.13,"N","0-15","8-11"
"30640",61500,"RENT","B",8000,0,0.13,"N","0-15","11-13.5"
"30641",60197,"RENT","A",5200,0,0.09,"N","0-15","Missing"
"30642",60000,"OTHER","Other",6000,0,0.1,"Y","0-15","13.5+"
"30643",60000,"MORTGAGE","B",10000,0,0.17,"N","15-30","8-11"
"30644",68000,"RENT","A",5150,0,0.08,"N","0-15","0-8"
"30645",60000,"MORTGAGE","Other",16000,0,0.27,"N","0-15","13.5+"
"30646",20000,"RENT","B",5075,1,0.25,"N","0-15","11-13.5"
"30647",22800,"RENT","B",5075,0,0.22,"N","0-15","8-11"
"30648",27600,"RENT","B",5050,0,0.18,"N","0-15","Missing"
"30649",54000,"MORTGAGE","B",6000,1,0.11,"N","0-15","11-13.5"
"30650",60000,"MORTGAGE","C",8000,0,0.13,"N","0-15","13.5+"
"30651",60000,"OTHER","C",7000,0,0.12,"N","0-15","Missing"
"30652",15000,"RENT","C",5000,1,0.33,"N","0-15","8-11"
"30653",60000,"MORTGAGE","A",12000,0,0.2,"N","0-15","8-11"
"30654",16800,"RENT","A",5000,1,0.3,"N","0-15","8-11"
"30655",60000,"OTHER","A",5000,0,0.08,"N","0-15","8-11"
"30656",60000,"MORTGAGE","A",7000,0,0.12,"N","15-30","0-8"
"30657",60000,"MORTGAGE","A",6000,0,0.1,"N","15-30","8-11"
"30658",20004,"RENT","B",5000,0,0.25,"N","0-15","Missing"
"30659",60000,"OTHER","A",12000,0,0.2,"N","0-15","8-11"
"30660",21000,"RENT","Other",5000,1,0.24,"Y","0-15","13.5+"
"30661",21000,"RENT","Other",5000,0,0.24,"N","15-30","13.5+"
"30662",54000,"MORTGAGE","Other",10000,1,0.19,"Y","0-15","13.5+"
"30663",24000,"RENT","C",5000,0,0.21,"N","0-15","13.5+"
"30664",60000,"OTHER","A",11800,0,0.2,"N","0-15","8-11"
"30665",60000,"MORTGAGE","C",5000,0,0.08,"N","0-15","11-13.5"
"30666",24000,"RENT","B",5000,0,0.21,"N","0-15","8-11"
"30667",60000,"MORTGAGE","B",4800,0,0.08,"N","0-15","8-11"
"30668",24000,"RENT","B",5000,0,0.21,"N","0-15","11-13.5"
"30669",24960,"RENT","A",5000,0,0.2,"N","0-15","0-8"
"30670",60996,"MORTGAGE","B",15000,0,0.25,"N","0-15","8-11"
"30671",54996,"MORTGAGE","B",6000,1,0.11,"N","0-15","8-11"
"30672",26400,"RENT","B",5000,0,0.19,"N","0-15","8-11"
"30673",61000,"MORTGAGE","B",15000,0,0.25,"N","0-15","Missing"
"30674",61000,"MORTGAGE","Other",14000,0,0.23,"Y","0-15","13.5+"
"30675",61000,"MORTGAGE","B",8500,0,0.14,"N","15-30","Missing"
"30676",27036,"RENT","B",5000,0,0.18,"N","0-15","11-13.5"
"30677",27600,"RENT","Other",5000,1,0.18,"Y","0-15","13.5+"
"30678",55000,"MORTGAGE","Other",25000,1,0.45,"Y","0-15","Missing"
"30679",61000,"OTHER","A",14400,0,0.24,"N","0-15","0-8"
"30680",62000,"RENT","A",8000,0,0.13,"N","0-15","8-11"
"30681",62000,"RENT","B",8000,0,0.13,"N","0-15","8-11"
"30682",61000,"MORTGAGE","B",10000,0,0.16,"N","0-15","8-11"
"30683",62000,"RENT","B",8000,0,0.13,"N","0-15","11-13.5"
"30684",61000,"MORTGAGE","C",11600,0,0.19,"N","0-15","11-13.5"
"30685",61000,"MORTGAGE","C",10000,0,0.16,"N","0-15","13.5+"
"30686",61000,"OTHER","C",20000,0,0.33,"Y","0-15","11-13.5"
"30687",61250,"MORTGAGE","A",5200,0,0.08,"N","0-15","8-11"
"30688",61260,"MORTGAGE","A",6350,0,0.1,"N","0-15","0-8"
"30689",65004,"RENT","B",8000,0,0.12,"N","0-15","11-13.5"
"30690",61450,"OTHER","A",12500,0,0.2,"N","0-15","0-8"
"30691",68500,"RENT","A",8000,0,0.12,"N","0-15","0-8"
"30692",68848,"RENT","B",8000,0,0.12,"N","0-15","8-11"
"30693",61766,"MORTGAGE","A",5500,0,0.09,"N","0-15","0-8"
"30694",61776,"MORTGAGE","B",12000,0,0.19,"N","0-15","11-13.5"
"30695",56000,"MORTGAGE","Other",7000,1,0.13,"Y","0-15","13.5+"
"30696",72000,"RENT","A",8000,0,0.11,"N","0-15","0-8"
"30697",62000,"OTHER","Other",4800,0,0.08,"N","0-15","Missing"
"30698",62000,"MORTGAGE","C",6000,0,0.1,"N","0-15","11-13.5"
"30699",62000,"OTHER","A",7200,0,0.12,"N","0-15","0-8"
"30700",75000,"RENT","A",8000,0,0.11,"N","0-15","0-8"
"30701",62000,"MORTGAGE","A",2600,0,0.04,"N","15-30","0-8"
"30702",74000,"RENT","Other",8000,1,0.11,"N","0-15","13.5+"
"30703",62000,"MORTGAGE","A",5000,0,0.08,"N","0-15","0-8"
"30704",62000,"MORTGAGE","A",15000,0,0.24,"N","0-15","0-8"
"30705",62000,"MORTGAGE","B",20000,0,0.32,"N","0-15","8-11"
"30706",87000,"RENT","C",8000,0,0.09,"Y","0-15","13.5+"
"30707",62000,"MORTGAGE","A",7500,0,0.12,"N","0-15","8-11"
"30708",87000,"RENT","C",8000,0,0.09,"Y","0-15","11-13.5"
"30709",88000,"RENT","B",8000,0,0.09,"N","0-15","8-11"
"30710",62000,"MORTGAGE","A",4800,0,0.08,"N","0-15","0-8"
"30711",86105,"RENT","A",8000,1,0.08,"N","0-15","0-8"
"30712",108000,"RENT","B",8000,1,0.07,"N","15-30","8-11"
"30713",126252,"RENT","A",8000,0,0.06,"N","15-30","0-8"
"30714",116000,"RENT","C",8000,1,0.07,"N","0-15","13.5+"
"30715",62400,"MORTGAGE","A",2400,0,0.04,"N","0-15","0-8"
"30716",62400,"MORTGAGE","Other",12000,0,0.19,"Y","0-15","13.5+"
"30717",135000,"RENT","C",8000,0,0.06,"Y","0-15","Missing"
"30718",62400,"MORTGAGE","C",14100,0,0.23,"Y","0-15","11-13.5"
"30719",164000,"RENT","A",8000,0,0.05,"N","0-15","Missing"
"30720",62400,"MORTGAGE","Other",10000,0,0.16,"Y","0-15","13.5+"
"30721",62400,"MORTGAGE","Other",7000,0,0.11,"N","0-15","13.5+"
"30722",40000,"RENT","C",8050,0,0.2,"N","0-15","11-13.5"
"30723",62500,"MORTGAGE","A",5000,0,0.08,"N","15-30","8-11"
"30724",140000,"RENT","A",8175,0,0.06,"N","0-15","0-8"
"30725",56500,"MORTGAGE","B",15000,1,0.27,"N","0-15","11-13.5"
"30726",62691,"OTHER","C",6000,0,0.1,"Y","15-30","11-13.5"
"30727",56900,"MORTGAGE","Other",6200,1,0.11,"N","15-30","Missing"
"30728",63000,"MORTGAGE","B",12000,0,0.19,"N","0-15","8-11"
"30729",33280,"RENT","C",8400,0,0.25,"N","0-15","13.5+"
"30730",36000,"RENT","C",8400,0,0.23,"N","0-15","11-13.5"
"30731",42000,"RENT","C",8400,0,0.2,"N","0-15","11-13.5"
"30732",63000,"MORTGAGE","A",15000,0,0.24,"N","0-15","Missing"
"30733",57000,"MORTGAGE","B",1500,1,0.03,"N","0-15","8-11"
"30734",36000,"RENT","Other",8400,1,0.23,"Y","0-15","13.5+"
"30735",42552,"RENT","C",8400,0,0.2,"N","0-15","11-13.5"
"30736",48000,"RENT","C",8400,0,0.17,"Y","0-15","11-13.5"
"30737",44000,"RENT","C",8400,1,0.19,"Y","0-15","13.5+"
"30738",63000,"MORTGAGE","A",4200,0,0.07,"N","0-15","0-8"
"30739",48000,"RENT","Other",8400,1,0.17,"N","0-15","13.5+"
"30740",63177,"MORTGAGE","A",6250,0,0.1,"N","0-15","0-8"
"30741",70000,"RENT","A",8400,0,0.12,"N","0-15","0-8"
"30742",63500,"OTHER","B",2400,0,0.04,"N","0-15","11-13.5"
"30743",63599,"MORTGAGE","A",5200,0,0.08,"N","0-15","0-8"
"30744",73000,"RENT","Other",8550,1,0.12,"N","0-15","13.5+"
"30745",63996,"MORTGAGE","B",12000,0,0.19,"N","0-15","8-11"
"30746",65000,"RENT","A",8700,0,0.13,"N","0-15","0-8"
"30747",64000,"MORTGAGE","A",2300,0,0.04,"N","0-15","0-8"
"30748",54000,"RENT","A",8725,0,0.16,"N","0-15","0-8"
"30749",64000,"MORTGAGE","A",6000,0,0.09,"N","0-15","0-8"
"30750",45600,"RENT","Other",8775,0,0.19,"Y","0-15","11-13.5"
"30751",64000,"MORTGAGE","A",15000,0,0.23,"N","0-15","0-8"
"30752",22000,"RENT","A",9000,1,0.41,"N","0-15","0-8"
"30753",58000,"MORTGAGE","Other",16000,1,0.28,"N","0-15","13.5+"
"30754",24600,"RENT","B",9000,1,0.37,"N","0-15","8-11"
"30755",27000,"RENT","B",9000,1,0.33,"N","0-15","11-13.5"
"30756",64064,"MORTGAGE","B",9500,0,0.15,"N","0-15","Missing"
"30757",30000,"RENT","B",9000,0,0.3,"N","0-15","11-13.5"
"30758",64800,"MORTGAGE","Other",6625,0,0.1,"N","0-15","13.5+"
"30759",30000,"RENT","Other",9000,1,0.3,"N","0-15","13.5+"
"30760",36000,"RENT","A",9000,0,0.25,"N","0-15","0-8"
"30761",58800,"MORTGAGE","Other",22000,1,0.37,"N","0-15","13.5+"
"30762",64973,"MORTGAGE","B",9000,0,0.14,"N","0-15","8-11"
"30763",36000,"RENT","C",9000,0,0.25,"Y","0-15","11-13.5"
"30764",36000,"RENT","B",9000,0,0.25,"N","0-15","11-13.5"
"30765",65000,"OTHER","A",22750,0,0.35,"N","0-15","8-11"
"30766",65000,"MORTGAGE","B",11000,0,0.17,"N","0-15","8-11"
"30767",65000,"MORTGAGE","C",23325,0,0.36,"Y","0-15","13.5+"
"30768",65000,"MORTGAGE","C",10000,0,0.15,"N","0-15","11-13.5"
"30769",65000,"MORTGAGE","A",15000,0,0.23,"N","15-30","0-8"
"30770",65000,"OTHER","B",15000,0,0.23,"N","0-15","11-13.5"
"30771",65000,"MORTGAGE","Other",7200,0,0.11,"N","15-30","13.5+"
"30772",44700,"RENT","A",9000,0,0.2,"N","0-15","8-11"
"30773",65000,"MORTGAGE","A",6000,0,0.09,"N","15-30","0-8"
"30774",44940,"RENT","A",9000,0,0.2,"N","0-15","8-11"
"30775",59000,"MORTGAGE","Other",15000,1,0.25,"N","0-15","13.5+"
"30776",45600,"RENT","Other",9000,0,0.2,"Y","0-15","13.5+"
"30777",45600,"RENT","B",9000,0,0.2,"N","0-15","8-11"
"30778",48960,"RENT","B",9000,0,0.18,"N","15-30","8-11"
"30779",59000,"MORTGAGE","Other",12000,1,0.2,"Y","0-15","13.5+"
"30780",45000,"RENT","B",9000,1,0.2,"N","0-15","11-13.5"
"30781",65000,"MORTGAGE","Other",6000,0,0.09,"Y","0-15","13.5+"
"30782",65000,"MORTGAGE","A",6500,0,0.1,"N","0-15","0-8"
"30783",40000,"RENT","A",9200,0,0.23,"N","0-15","0-8"
"30784",50000,"RENT","B",9200,0,0.18,"N","0-15","Missing"
"30785",44004,"RENT","C",9200,1,0.21,"N","0-15","11-13.5"
"30786",65000,"MORTGAGE","B",10000,0,0.15,"N","15-30","8-11"
"30787",65000,"MORTGAGE","B",15000,0,0.23,"N","0-15","8-11"
"30788",65000,"OTHER","B",3600,0,0.06,"N","0-15","8-11"
"30789",65000,"MORTGAGE","C",7000,0,0.11,"N","15-30","13.5+"
"30790",31000,"RENT","Other",9250,1,0.3,"N","0-15","13.5+"
"30791",58000,"RENT","C",9275,0,0.16,"Y","0-15","13.5+"
"30792",65000,"MORTGAGE","B",4000,0,0.06,"N","0-15","8-11"
"30793",65000,"MORTGAGE","B",7000,0,0.11,"N","0-15","11-13.5"
"30794",65000,"OTHER","B",8000,0,0.12,"N","0-15","8-11"
"30795",65000,"MORTGAGE","B",24000,0,0.37,"N","0-15","8-11"
"30796",65000,"MORTGAGE","C",4000,0,0.06,"Y","0-15","11-13.5"
"30797",65000,"MORTGAGE","B",12000,0,0.18,"N","0-15","8-11"
"30798",33000,"RENT","A",9400,0,0.28,"N","0-15","8-11"
"30799",23004,"RENT","B",9450,1,0.41,"N","0-15","8-11"
"30800",65000,"MORTGAGE","C",11500,0,0.18,"N","0-15","13.5+"
"30801",38604,"RENT","B",9500,0,0.25,"N","0-15","8-11"
"30802",34000,"RENT","Other",9500,1,0.28,"N","0-15","13.5+"
"30803",50000,"RENT","B",9500,0,0.19,"N","0-15","8-11"
"30804",65000,"MORTGAGE","B",20000,0,0.31,"N","0-15","11-13.5"
"30805",58000,"RENT","B",9500,0,0.16,"N","0-15","8-11"
"30806",60000,"RENT","A",9500,0,0.16,"N","0-15","0-8"
"30807",65000,"MORTGAGE","A",6000,0,0.09,"N","0-15","8-11"
"30808",55000,"RENT","Other",9500,1,0.17,"N","0-15","13.5+"
"30809",58000,"RENT","Other",9500,1,0.16,"Y","0-15","13.5+"
"30810",65000,"RENT","B",9500,0,0.15,"N","0-15","11-13.5"
"30811",70000,"RENT","C",9500,0,0.14,"N","0-15","13.5+"
"30812",28800,"RENT","C",9600,1,0.33,"N","0-15","11-13.5"
"30813",32000,"RENT","B",9600,0,0.3,"N","15-30","8-11"
"30814",65004,"MORTGAGE","B",25000,0,0.38,"N","0-15","11-13.5"
"30815",65004,"MORTGAGE","B",17000,0,0.26,"N","0-15","11-13.5"
"30816",59004,"MORTGAGE","Other",15000,1,0.25,"Y","0-15","Missing"
"30817",40000,"RENT","B",9600,0,0.24,"N","0-15","11-13.5"
"30818",65379,"MORTGAGE","B",10000,0,0.15,"N","0-15","8-11"
"30819",65458,"MORTGAGE","A",8000,0,0.12,"N","0-15","0-8"
"30820",42000,"RENT","C",9600,0,0.23,"N","0-15","11-13.5"
"30821",65500,"MORTGAGE","A",3000,0,0.05,"N","0-15","Missing"
"30822",59827,"MORTGAGE","Other",6000,1,0.1,"N","0-15","13.5+"
"30823",65993,"MORTGAGE","Other",9000,0,0.14,"N","0-15","13.5+"
"30824",66000,"MORTGAGE","A",10000,0,0.15,"N","15-30","0-8"
"30825",54696,"RENT","B",9600,0,0.18,"N","0-15","8-11"
"30826",66000,"OTHER","C",6125,0,0.09,"Y","15-30","13.5+"
"30827",66000,"MORTGAGE","A",12475,0,0.19,"N","0-15","0-8"
"30828",55000,"RENT","B",9600,0,0.17,"N","15-30","11-13.5"
"30829",62000,"RENT","A",9600,0,0.15,"N","0-15","8-11"
"30830",78000,"RENT","C",9600,0,0.12,"N","0-15","11-13.5"
"30831",66000,"MORTGAGE","C",5000,0,0.08,"Y","0-15","11-13.5"
"30832",60000,"MORTGAGE","Other",13000,1,0.22,"Y","0-15","13.5+"
"30833",85000,"RENT","A",9600,0,0.11,"N","0-15","0-8"
"30834",66150,"OTHER","C",17000,0,0.26,"N","0-15","11-13.5"
"30835",66200,"MORTGAGE","B",13750,0,0.21,"N","0-15","8-11"
"30836",66420,"MORTGAGE","A",5550,0,0.08,"N","0-15","0-8"
"30837",60000,"RENT","C",9700,0,0.16,"Y","0-15","13.5+"
"30838",24300,"RENT","Other",9750,1,0.4,"N","0-15","13.5+"
"30839",66948,"MORTGAGE","B",24000,0,0.36,"N","0-15","8-11"
"30840",19896,"RENT","Other",10000,1,0.5,"N","0-15","13.5+"
"30841",67000,"MORTGAGE","B",3000,0,0.04,"N","15-30","Missing"
"30842",22800,"RENT","B",10000,1,0.44,"N","0-15","8-11"
"30843",23000,"RENT","C",10000,1,0.43,"Y","0-15","11-13.5"
"30844",67000,"MORTGAGE","B",15000,0,0.22,"N","0-15","8-11"
"30845",24000,"RENT","B",10000,1,0.42,"N","15-30","11-13.5"
"30846",24000,"RENT","B",10000,1,0.42,"N","0-15","8-11"
"30847",61000,"MORTGAGE","Other",16000,1,0.26,"Y","0-15","Missing"
"30848",25000,"RENT","Other",10000,1,0.4,"N","0-15","13.5+"
"30849",25000,"RENT","A",10000,1,0.4,"N","Missing","0-8"
"30850",61020,"MORTGAGE","Other",9975,1,0.16,"N","0-15","13.5+"
"30851",67200,"MORTGAGE","A",8000,0,0.12,"N","0-15","0-8"
"30852",25320,"RENT","Other",10000,1,0.39,"Y","0-15","13.5+"
"30853",26000,"RENT","A",10000,1,0.38,"N","15-30","8-11"
"30854",26000,"RENT","Other",10000,1,0.38,"N","0-15","13.5+"
"30855",26400,"RENT","Other",10000,1,0.38,"Y","0-15","13.5+"
"30856",67600,"MORTGAGE","B",33000,0,0.49,"N","0-15","8-11"
"30857",52569,"MORTGAGE","Other",10400,1,0.17,"N","0-15","13.5+"
"30858",67870,"MORTGAGE","B",5000,0,0.07,"N","0-15","Missing"
"30859",30000,"RENT","C",10000,1,0.33,"N","0-15","11-13.5"
"30860",68000,"MORTGAGE","C",16000,0,0.24,"Y","0-15","11-13.5"
"30861",68000,"MORTGAGE","B",10000,0,0.15,"N","0-15","11-13.5"
"30862",30000,"RENT","B",10000,1,0.33,"N","0-15","8-11"
"30863",68000,"OTHER","A",5000,0,0.07,"N","0-15","0-8"
"30864",68000,"OTHER","A",7000,0,0.1,"N","15-30","0-8"
"30865",30000,"RENT","A",10000,1,0.33,"N","0-15","0-8"
"30866",68000,"MORTGAGE","C",7000,0,0.1,"N","0-15","11-13.5"
"30867",68000,"MORTGAGE","A",5000,0,0.07,"N","0-15","0-8"
"30868",30400,"RENT","Other",10000,1,0.33,"Y","0-15","13.5+"
"30869",30500,"RENT","C",10000,1,0.33,"N","0-15","13.5+"
